wkt_geom,data_Bridge Name,data_Private Bridge?,data_Bridge Number According to Zucchetta,data_Name of Northern Sestiere,data_Name of Southern Sestiere,data_Minimum Step Width (m),data_Northern Island Number,data_Southern Island Number,Same Island?,birth_certificate_birthID,birth_certificate_ckID,birth_certificate_dob,birth_certificate_dor,birth_certificate_lat,birth_certificate_lon,birth_certificate_parentID,birth_certificate_recorder,birth_certificate_type,data_Additional Handrail?,data_Address,data_Address Letter,data_Arch Style,data_Arch Style Code,data_Average Height (m),data_Average Height of Railing (m),data_Average railing width (cm),data_Bridge Code,data_Canal Crossed,data_Canal Width (m),data_Central Thickness (m),data_Code for Material of Step Face,data_Code for railing type,data_Code for the material of the rail,data_Conditions of the Step Face,data_Construction Material,data_Construction Material Code,data_Crooked Bridge?,data_Date of Last Restoration,data_Date of Survey,data_Decorations,data_Description of Step Face Conditions,data_Estimated Surface Area,data_Face Material,data_Full Width Including Railings (m),data_H-C,data_H-N2,data_H-S2,data_Handicapped Accessible?,data_Height 1m North (m),data_Height 1m South (m),data_Height Center (m),data_Height of Step (cm),data_History,data_Hypotenuse North (deg),data_Hypotenuse South (deg),data_ID,data_Inclination North (deg),data_Inclination South (deg),data_Latitude,data_Length of Summit (m),data_Longitude,data_Material Code of Summit Pavement,data_Material of Summit Pavement,data_Maximum Inclination (deg),data_Minimum Height (m),data_Minimum Thickness (m),data_N Cathetus (deg),data_Net Width of Bridge (m),data_Northern Sestiere Code,data_Notes,data_Number of Arches,data_Number of Northern Steps,data_Number of Ramps,data_Number of Southern Steps,data_Number of Street Address On Bridge,data_Numerical Condition of Bridge,data_Numerical Condition of Decorations,data_Numerical Condition of Step Pavement Material,data_Numerical Condition of Summit Pavement,data_Photo Number of Arch,data_Photo Number of Ramp,data_Photo Number of Reference Elevation Point,Private?,data_Protrusion North (m),data_Protrusion South (m),data_Qualitative Condition of Bridge,data_Qualitative Condition of Decorations,data_Qualitative Condition of Step Pavement Material,data_Qualitative Condition of Summit Pavement,data_Qualitative condition of Railing,data_Railing Material,data_Railing condition,data_Ratio of Span to Height,data_Reference to CAD Drawings,data_S Cathetus (deg),data_SE-C,data_SE-N1,data_SE-N2,data_SE-S1,data_SE-S2,data_SI-C,data_SI-N1,data_SI-N2,data_SI-S1,data_SI-S2,data_Segment Code,data_Southern Sestiere Code,data_Span (m),data_Step Depth (cm),data_Step Pavement Material,data_Step Surface (Min),data_Street Addresses on Bridge,data_Surface Area From Map,data_Surface Area of Summit (m^2),data_Survey Incomplete?,data_Thickness 1m North Of Center (m),data_Thickness 1m South of Center (m),data_Thickness 2m North Of Center (m),data_Thickness 2m South of Center (m),data_Tide Level (m),data_Time of Survey (24:00),data_Total Number of Steps,data_Total Surface Area of Pavement (m^2),data_Total Surface Area of Steps (m^2),data_Tread Material,data_Type of Railing,data_Water level (cm),data_Width of Eastern Railing (cm),data_Width of Summit (m),data_Width of Western Railing (cm),data_Year Constructed,data_Year of Last Restoration
Point (12.33155029999999996 45.44554209999999728),Ponte Brazzo,FALSE,250,Cannaregio,Cannaregio,3.42,4,5,0,BRAZZO,a805be86-572d-30cb-be89-acab7d1463d1,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4455421,12.3315503,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.61,0.86,2.5,BRAZZO,Rio Brazzo,7.77,0.49,2,2,19,2,Mattoni e Pietra d'Istria,14,FALSE,,15-Jan-99,,Medie,55.11,Pietra d'Istria,4.13,3.39,3.35,3.36,FALSE,2.57,2.6,2.67,12,,6,6.63,239,FALSE,FALSE,45.4455421,3.02,12.3315503,8,Asfalto,FALSE,2.57,0.49,0,4.08,CN,,1,12,2,13,0,2,0,2,2,,,,0,0.25,0.3,Medie,,Medie,Medie,Medie,Metallo e Pietra d'Istria,2,2.81,,0,1.36,1.42,1.56,1.4,1.47,0.87,0.85,0.85,0.86,0.86,BRAZ,CN,7.22,47,Pietra d'Istria e Asfalto,1.61,,59.7,10.33,FALSE,0.57,0.54,0.71,0.61,0.64,11:03,25,50.51,40.19,32,Vuoto Geometrico,0,2.5,3.42,2.5,0,0
Point (12.32987900000000003 45.44591410000000309),Ponte del Forno,FALSE,245,Cannaregio,Cannaregio,1.18,4,8,0,FORNO2,e915c74e-06f0-44d3-ddfb-48032235403f,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4459141,12.329879,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.37,0.84,3,FORNO2,Rio de la Sensa,12.56,0.59,2,2,19,2,Mattoni e Pietra d'Istria,14,FALSE,,15-Jan-99,,Medie,32.08,Pietra d'Istria,3.24,3.34,3.28,3.24,FALSE,2.39,2.29,2.42,13,,5.88,5.82,234,FALSE,FALSE,45.4459141,3.99,12.329879,8,Asfalto,FALSE,2.29,0.58,0,3.18,CN,,1,10,2,10,0,2,0,2,2,D8,D16,,0,1,1.15,Medie,,Medie,Medie,Medie,Metallo e Pietra d'Istria,2,4.55,,0,1.43,1.4,1.47,1.46,1.48,0.84,0.82,0.84,0.83,0.85,SENS3,CN,10.41,49,Pietra d'Istria e Asfalto,0.58,,42.5,10.09,FALSE,0.58,0.63,0.63,0.63,0.51,9:56,20,21.66,11.56,32,Vuoto Geometrico,0,3,2.53,3,0,0
Point (12.33344079999999998 45.44474929999999802),Ponte dei Muti,FALSE,251,Cannaregio,Cannaregio,1.61,5,6,0,MUTI,8e5a0939-7b77-444a-7254-3b580a66f1fb,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4447493,12.3334408,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Trapezoidale,8,2.65,0.89,9,MUTI,Rio dei Muti,8.12,0.35,4,2,4,2,Legno,4,FALSE,,07-Jan-99,,Medie,24.77,Legno,1.63,3.67,3.67,3.68,FALSE,2.65,2.65,2.65,13,"�Our Lady of the Garden. The family Muti, coming from Lombardy and divided into more than one branch, belonged to the original nationality. The branch told by S. Martial, or Our Lady of the Garden, because he lived in that district, transmigrated in Venice precisely from Cima, in G. Antonio, the son of who is appointed G. Michiele, and a doctor by profession, he married Elizabeth Gerardi Zecchini. He tested it October 2, 1556 in acts Anton Maria Vincenti, and in 1568 he prepared tomb in the church of S. Martial coll'epigrafe: Michael De Sibi Mutis Posterisque Condidit Suis An. D. Mdlxviii. In the 'Court of Muti ""to Our Lady of the dwelt in the past century the Prince of Castiglione. Another branch of Muti lived in S. Cassian, and we will discuss in the following article.",5.5,5.07,240,FALSE,FALSE,45.4447493,6.12,12.3334408,4,Legno,FALSE,2.65,0.33,0,1.45,CN,Le rampe sud e nord hanno i primi 5 scalini in pietra.,3,13,2,13,0,2,0,2,1,,B11,B12,0,0,0,Medie,,Medie,Cattive,Medie,Legno,2,3.06,,0,1.24,1.24,1.23,1.25,1.22,0.89,0.89,0.89,0.89,0.89,MUTI,CN,8.12,34,Legno,0.55,,26.5,8.81,FALSE,0.35,0.36,0.34,0.33,0.22,15:08,26,23.05,14.23,4,Vuoto Geometrico,22,9,1.44,9,0,0
Point (12.33206419999999959 45.44528139999999894),Ponte dei Mori,FALSE,244,Cannaregio,Cannaregio,3.58,5,9,0,MORI,76bab1f3-d294-b8f2-f296-7b7c1fc83a27,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4452814,12.3320642,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.75,0.87,3,MORI,Rio de la Sensa,11.06,0.5,2,2,6,2,Mattoni e Pietra d'Istria,14,FALSE,,15-Jan-99,,Medie,64.74,Pietra d'Istria,3.95,3.78,3.78,3.78,FALSE,2.75,2.7,2.8,12,"�Our Lady of the Garden. Here you can see an ancient body of factories, mostly tampered with and modernized, which stretches from the ""Rio della Sensa"" to that of ""Our Lady of the Garden,"" and has embedded in walls three statues of men dressed to the east (a of which is well known by our people under the name of ""Zior Antonio Rioba"" then finishing with a palace archiacuto, having carved on the facade, the side by the aforementioned ""Rio of Our Lady of the Garden,"" a man, though it in costume Eastern Europe, who is leading a camel, as well as ancient altar. All writers believed until now that these were the remains of the ancient storehouse of the Moors, or Saracens, but it is certain that in stead that the buildings described above were lifted from the family Mastelli , the authors of which were the three brothers Rioba, Sandi and Afani, came from the Morea, and therefore grossly Mori appealed, that the statues are images of the same, and thus was born the name to the nearby streets. We read in this regard in a chronicle (Class VII, No. 27 of Marciana: ""In the years of Sig.re MCXII three brothers Greeks, Rioba, Sandi et Afani, for seditioni civil fuggitisi from the Morea, where held many giurisditioni, took refuge with large possessions in Venetia, built et the abitationi their very honorevoli below the Ponte dei Mori, so called for the figures of the three aforesaid brethren, that in the corners of the factory together with the names they are seen carved. ""And another chronicle puts it this way in the Code"" are to be seen nowadays the old abitationi the house Mastelli below St. Mary of the Garden, et especially the ruins of a palatial building, the corners of which are placed three large marble figures of men dressed in the Greek, which supporting the whole building , holding on his shoulders a burden, even like a suitcase for dimostratione perhaps the wealth they brought in Venice, in which are carved the names of the first three authors of this house, et for this reason there near the bridge, which crosses the Grand Canal of Mercy, is called the Moors. ""To then prove the veracity of the two chronicles, the second of which exchanges the"" Rio della Sensa ""with that of"" Mercy "", as in the courtyard of the palace would add that on the camel the prospectus, which can be accessed through the door located in ""Campo dei Mori"" at No. 3381, scorgesi still a ring of well adorned with a shield with a checkered bar, family coat of arms Mastelli, repeated well over a hearth of the apartments higher. This family, which was the ancient councils, in 1202 he took part in the crusade led by the doge Enrico Dandolo. Later, remained in citizenship, and appearing solely to commerce, opened in ""Cannaregio"" a warehouse of spices in the name of the ""Camel , ""in allusion perhaps the camel carved on the building. bought it by the Dominion jurisdiction over the said step of Moranzano sul Brenta, and abandoned the trade, expected to enjoy in peace the riches collected until 1620, when he went extinct in an Antonio, Gaspare's son Mastelli and Laura Turloni. Here, according to the Stork, the reason why the people of the primitive name Rioba, leading one of the statues mentioned above, added to Antonio. Nevertheless, the palace of the Camel was already past a few years later in the family Priced, having Paola, born Nicholas Mastelli, and wife of Peter Dardanians, given as a dowry to his daughter Angela, congiuntasi in marriage with Marcantonio Priced. The Gradenigo, that 'his' Notatori ""picked up things Milder happened in Venice, said that in 1757, when this building was owned by the notary Pietro Priced, were heard for several consecutive nights playing the same hour all the five bells inside the rooms. Hence there arose a lot of fear, fainting women, dug out of the blood, and went so far as to implore the blessing of the priest, and, this being worth anything, to call the school chaplain of S. Fantino (solemn exorcist hunted into exile because the alleged evil spirits. E 'likely that the body of factories built by the Mastelli also formerly belonged to the palace of Jacopo Robusti, known as Tintoretto, located on the ""Foundation of the Moors' at NA 3399, although it is known that the famous painter Francesco comperollo Schietti instrument with 8 June 1574, in acts John Fanio . In these thresholds Jacopo gave his home until May 31, 1594, the day of his death. The same stable afterwards passed into the hands of his son Domenico him, and indeed it is stated that he wanted to leave it to the painters as a study of the drawings, models and reliefs of his father, but had to disgust, way change of opinion. It was later owned Octavia, sister of Dominic, and wife of Sebastiano Casser, the descendants of which owned it until today.",6.6,10,233,FALSE,FALSE,45.4452814,4.35,12.3320642,8,Asfalto,FALSE,2.7,0.5,0,3.89,CN,,1,12,2,16,0,2,0,2,2,D24,D23,,0,0.5,0.4,Medie,,Medie,Medie,Medie,Metallo,2,3.76,,0,1.37,1.42,1.62,1.47,1.65,0.87,0.87,0.89,0.86,0.88,SENS5,CN,10.16,44,Pietra d'Istria e Asfalto,1.58,,70.8,14.57,FALSE,0.55,0.61,0.73,0.77,0.39,10:50,28,58.68,44.11,32,Vuoto Geometrico,0,3,3.35,3,0,0
Point (12.33364940000000054 45.44445389999999918),Ponte Corte Vechia,FALSE,243,Cannaregio,Cannaregio,2.58,6,9,0,VECIA,420b42c7-3ef9-b699-6c3e-ab7e31b56246,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4444539,12.3336494,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.86,0.92,3,VECIA,Rio de la Sensa,14.44,0.48,2,2,6,2,Mattoni e Pietra d'Istria,14,FALSE,,07-Jan-99,,Medie,46.83,Pietra d'Istria,3.2,4.1,4,4,FALSE,2.8,2.81,2.97,13,,8.4,8.3,232,FALSE,FALSE,45.4444539,5.05,12.3336494,8,Asfalto,FALSE,2.8,0.48,0,3.14,CN,,1,13,2,13,0,1,0,1,1,B10,B8 s,B9,0,0.26,2.67,Cattive,,Cattive,Cattive,Medie,Metallo,2,4.11,,0,1.39,1.46,1.67,1.45,1.65,0.91,0.91,0.92,0.92,0.92,SENS6,CN,11.51,40,Asfalto,1.03,,53.7,13.13,FALSE,0.55,0.53,0.75,0.73,0.26,14:43,26,39.96,26.83,8,Vuoto Geometrico,26,3,2.6,3,0,0
Point (12.3350477999999999 45.44363129999999984),Ponte de l'Abazia,FALSE,242,Cannaregio,Cannaregio,2.45,6,9,0,ABAZIA2,7a918985-fff7-9c90-101e-8d59b0617b32,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4436313,12.3350478,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.72,0.93,14,ABAZIA2,Rio de la Sensa,12.83,0.33,2,2,4,2,Legno,4,FALSE,,07-Jan-99,,Medie,53.19,Pietra d'Istria,3,3.61,3.6,3.6,FALSE,2.71,2.72,2.72,17,See ABAZIA,4.35,0.85,231,FALSE,FALSE,45.4436313,13.72,12.3350478,4,Legno,FALSE,2.71,0.31,0,2.72,CN,Rampa a nord in mattoni e pietra d'Istria.,3,10,2,2,0,1,0,2,1,B5,B6,B7,0,0.12,0.26,Cattive,,Medie,Cattive,Cattive,Legno,1,4.59,,0,1.25,1.25,1.25,1.24,1.26,0.92,0.94,0.94,0.93,0.94,SENS6,CN,12.45,40,Mattoni,0.98,,57.3,37.32,FALSE,0.31,0.31,0.31,0.32,0.36,12:46,12,49.08,11.76,1,Vuoto Geometrico,36,14,2.72,14,0,0
Point (12.32645849999999932 45.44603589999999826),Ponte de le Torete,FALSE,240,Cannaregio,Cannaregio,4.44,7,8,0,TORETE,011f6ad3-f4cd-59de-cd3f-aef3d98d1239,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4460359,12.3264585,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,1.97,0.78,35,TORETE,Rio de le Torete,5.34,0.5,2,1,14,4,"Mattoni, Intonaco e Pietra d'Istria",15,FALSE,01-Jan-99,14-Jan-99,,Ottime,58.6,Pietra d'Istria,5.18,3.44,3.44,3.44,FALSE,1.92,1.95,2.05,13,,6.02,6.55,229,FALSE,FALSE,45.4460359,3.07,12.3264585,3,Trachite,FALSE,1.92,0.5,0,4.48,CN,Restauro in corso.,1,9,2,9,0,3,0,4,4,C32,C31,,0,0.3,0.4,Buone,,Ottime,Ottime,Medie,Mattoni e Pietra d'Istria,2,2.42,,0,1.19,1.32,1.7,1.29,1.55,0.69,0.72,0.85,0.72,0.9,TRTE,CN,4.64,46,Trachite,2.04,,66.8,13.63,FALSE,0.6,0.57,0.85,0.65,-0.2,15:51,18,50.39,36.76,3,Piena,0,28,4.44,42,0,1
Point (12.32433840000000025 45.4464895999999996),Ponte de le Capuccine,FALSE,233,Cannaregio,Cannaregio,2.45,7,10,0,CAPUZI,8b2de482-0a12-14b6-203d-aafa722fbf92,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4464896,12.3243384,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Trapezoidale,8,2.56,0.91,11,CAPUZI,Rio de S. Girolamo,12.3,0.29,13,2,4,0,Legno,4,FALSE,,14-Jan-99,,,37.35,Vuoto,2.68,3.97,3.97,3.97,FALSE,2.55,2.56,2.56,17,"to S. Jerome. Towards the end of the sixteenth century Angela Crassus, having in mind to devote himself to monastic life, he retired with a partner in a neighboring building of the oratory Fava. From there, the two women went to another house at the 'Ospedaletto' within the SS. Giovanni e Paolo, which succeeded narrow pel growing number of their followers, they moved into more capable hotel in S. Ternita. As a result, reduced to twelve, erected in ""Quintavalle� Castle a formal convent, where in 1609 dressed the dress of the Capuchins. But afterwards, not containing the situation, it gave rise to another in 1612 on the ground that stendesi face in the church of S. Jerome, and in 1614 they added a church, which consecr� in 1623 under the titles of S. Mary Mother of the Redeemer, St. Francis, and S. Chiara. This convent was suppressed in 1818, and reduced use of hospice for maniacs. In 1827, however, was returned, together with the church to the Capuchin, who still live there.",4.54,4.77,222,FALSE,FALSE,45.4464896,5.8,12.3243384,4,Legno,FALSE,2.55,0.28,0,2.46,CN,I primi scalini a nord e a sud sono in pietra d'Istria.,3,11,2,11,0,2,0,2,2,C24,C25,,0,3.85,4.2,Medie,,Medie,Medie,Medie,Legno,2,1.67,,0,1.2,1.21,1.2,1.2,1.2,0.91,0.92,0.92,0.91,0.91,GIRO,CN,4.25,45,Legno,1.1,,36.3,14.15,FALSE,0.29,0.29,0.28,0.29,-0.21,15:15,22,38.41,24.26,4,Vuoto Geometrico,0,11,2.44,11,0,0
Point (12.32611799999999924 45.44604050000000228),Ponte S. Girolamo,FALSE,232,Cannaregio,Cannaregio,4.26,7,10,0,GIROLA,5af26b97-a245-552c-90c9-8077b5dd1345,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4460405,12.326118,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.48,1.07,28,GIROLA,Rio de S. Girolamo,14.32,0.58,2,1,14,4,"Mattoni, Intonaco e Pietra d'Istria",15,FALSE,,14-Jan-99,,Ottime,73.39,Pietra d'Istria,4.84,4.26,4.26,4.26,FALSE,2.46,2.41,2.57,13,". Bernarda Dotto and Girolama Lero, nuns in S. Maria degli Angeli in Murano, first erected in the city, and afterwards outside the walls of Treviso, a monastery under the Rule of St. Augustine, dedicated to St. Jerome. However Dall'Armi terrified of Louis, King of Hungary, abandoned it, and came to Venice in 1364, retiring to a house in San Vitale. Then, for the bounties of the priest Giovanni Contarini, they were able to raise another convent adjoining the church, dedicated to St. Jerome likewise. In 1425 they gave more dimension to these buildings, which burned in 1456 and refitted at the expense of the Senate, unharmed lasted until the year 1705, in which succumbed to fire again. After this disaster arose again standing for the piety of the faithful. Finally, the suppression of religious orders, were converted to private use. Having Francesco Poza wounded in the church of St. Jerome in the arm of Peter France, chief guardian of the Heads of the districts, 3 April 1475 was banned from Venice and its district, breaking the contract which had to be on the ""Bridge of S. Jerome ""deprived of his right hand and tongue.",7.31,5.98,221,FALSE,FALSE,45.4460405,3.46,12.326118,3,Trachite,FALSE,2.41,0,0,4.28,CN,,1,13,2,11,0,4,0,4,4,C26,C30,,0,0,0,Ottime,,Ottime,Ottime,Ottime,Mattoni e Pietra d'Istria,4,5.94,,0,1.48,1.59,1.62,1.64,1.77,0.9,0.91,1.62,0.93,0.99,GIRO,CN,14.32,54,Trachite,2.3,,76.8,14.77,FALSE,0.68,0.71,0,0.78,-0.21,15:43,24,69.98,55.21,3,Piena,0,28,4.27,28,0,0
Point (12.33000780000000063 45.44511310000000037),Ponte dei Lustraferi,FALSE,241,Cannaregio,Cannaregio,3.36,8,9,0,LUSTRA,7174b213-5dd5-5cd6-7947-a8a65d2d9464,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4451131,12.3300078,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.04,0.84,34.5,LUSTRA,Rio dei Lustraferi,5.81,0.43,2,1,14,4,Mattoni e Pietra d'Istria,14,FALSE,,15-Jan-99,,Ottime,45.95,Pietra d'Istria,4.05,2.87,2.85,2.87,FALSE,1.97,2.03,2.11,12,"�on the ""Foundation Ormesini,"" at the ""Bridge dell'Aseo."" Here, as in other parts of Venice, there was a workshop by ""lustraferri"" who were certain that occupavansi artisans in giving polished in irons, and especially those of the gondolas. Gradenigo it says' his' Notatori ""that the more skilled blacksmith in 1760 to work in the irons of the gondolas was the"" Bridge dell'Aseo 'in S. Martial.",7.14,6.07,230,FALSE,FALSE,45.4451131,3.23,12.3300078,3,Trachite,FALSE,1.97,0.43,0,3.36,CN,Restauro in corso.,1,10,2,9,0,4,0,4,4,D18,D21,,0,0.4,0.4,Ottime,,Ottime,Ottime,Medie,Mattoni e Pietra d'Istria,2,2.54,,0,1.23,1.35,1.63,1.31,1.56,0.8,0.83,0.87,0.83,0.85,LUST,CN,5.01,43,Trachite,1.44,,53.6,10.85,FALSE,0.52,0.48,0.76,0.71,0.47,10:26,19,38.3,27.45,3,Piena,0,28,3.36,41,0,0
Point (12.32743490000000008 45.44566900000000231),Ponte del Gheto Novo,FALSE,231,Cannaregio,Cannaregio,2.26,8,11,0,GHETON,023f6a17-1ecf-fd7c-4d82-07e06d32dc73,,"Mon, 16 Dec 2013 19:38:39 GMT",45.445669,12.3274349,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Trapezoidale,8,2.85,0.86,7,GHETON,Rio de la Misericordia,19.57,0.33,6,3,6,2,Metallo,6,FALSE,,21-Dec-99,,Medie,49.84,Metallo,2.45,3.82,3.81,3.8,FALSE,2.84,2.84,2.87,12,�to S. Jerome. View Ghetto Vecchio.,7.13,6.97,220,FALSE,FALSE,45.445669,7.24,12.3274349,8,Asfalto,FALSE,2.84,0.33,0,2.31,CN,Sull'arco e sul corrimanoest vi e' la scritta: Fonderia Veneta S.Rocco VE. Sull'arco e sul corrimano ovest vi e' la scritta:E.G. Neville e Co. 1865.,1,15,2,15,0,2,0,2,2,D3,C35,,0,0.45,0.45,Medie,,Medie,Medie,Medie,Metallo,2,6.57,,0,1.19,1.21,1.27,1.2,1.25,0.86,0.86,0.86,0.86,0.86,MISE1,CN,18.67,45,Asfalto,1.02,,52.8,16.36,FALSE,0.35,0.34,0.41,0.39,0.24,13:10,30,46.87,30.51,8,Vuoto decorato,0,7,2.26,7,0,0
Point (12.32983669999999954 45.44509049999999917),Ponte de l'Aseo,FALSE,228,Cannaregio,Cannaregio,2.65,8,15,0,ASEO,47855b82-6a83-30ee-6280-6a9b4f0c72d5,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4450905,12.3298367,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Ribassato,6,2.24,0.83,27.5,ASEO,Rio de la Misericordia,9.9,0.49,2,1,14,1,Mattoni e Pietra d'Istria,14,FALSE,,15-Jan-99,,Cattive,43.7,Pietra d'Istria,3.63,3.07,3.06,3.08,FALSE,2.18,2.25,2.28,10,"to SS. Ermagora and Fortunato. From an old vinegar factory that existed here in the fifteenth and sixteenth centuries. Was no perhaps one of the masters that ""Mr. Anzolo from the toilet"" which, according to the Obituaries Health, died from wounds in the parish of SS. Ermagora and Fortunato ""Adi 13 Zener 1587.""
The ""Bridge dell'Aseo� Marin Sanudo mentions it 'his' Diaries ', under the date July 28, 1499, with the following words: ""And' fo you were able to be considered for the Consejo X be a citadin vechio and richo appointed Pasqualin Milani, which held a botega de ojo, et a tele, et fo for sodomy with a Vincenzo Sabatin et fo found in the house of a harlot to the bridge Axeo dil ... �
Note the Gallicciolli a large fire broke out on August 3, 1725 till bridge itself.
Also in S. John Chrysostom there are places pel same reason so appealed.
As for the ""Calle"" and to ""dell'Aseo Court 'in S. Margarita, ch'esse seems instead to have taken its name from a family Aseo. In fact, the description of the district of S. Margaret pel 1740 shows that there domiciliava 'Antonio Aseo ""in a house, taking a rent in 1715, the nuns of Celestia. And the Registries of Superintendents of Health for the year 1761 includes among the parishioners of St. Margarita a ""Isepo Aseo bollador."" In the same parish died July 17, 1775 ""Catherine q. Zuane Aseo �70 years old.",5.67,99,217,FALSE,FALSE,45.4450905,3.18,12.3298367,8,Asfalto,FALSE,2.18,0.49,0,3.08,CN,Ponte in restauro.,1,12,2,12,0,1,0,1,1,D15,D20,,0,0,0.35,Cattive,,Cattive,Cattive,Cattive,Mattoni e Pietra d'Istria,1,4.38,,0,1.27,1.36,1.36,1.31,1.44,0.78,0.83,0.83,0.8,0.9,MISE3,CN,9.55,41,Asfalto,1.09,,51.5,9.83,FALSE,0.53,0.51,0.53,0.54,0.48,10:12,24,35.9,26.08,8,Piena,0,28,3.09,27,0,0
Point (12.32817209999999974 45.44549580000000333),Ponte dei Ormesini,FALSE,230,Cannaregio,Cannaregio,2.29,8,15,0,ORMESI,a7565e74-798a-2da2-95fd-da24a264b958,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4454958,12.3281721,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,FALSE,0,,Sesto Super Ribassato,7,2.44,0.81,26,ORMESI,Rio de la Misericordia,16.21,0.55,2,1,14,4,Mattoni e Pietra d'Istria,14,FALSE,01-Jan-99,21-Dec-99,Tra scudi sulla facciata ovest,Ottime,65.17,Pietra d'Istria,4.72,3.54,3.56,3.55,FALSE,2.43,2.41,2.47,13,"�to S. Martial. According to a code of Marciana and the Dezan at these roads, which are subject to a time parish of Sts Ermagora and Fortunato, fabbricavansi the ""Ormesini."" And in truth we learn from a sanitary Obituaries �M. ormesiner of Nicholas' died in the parish of Sts Ermagora and Fortunato April 2, 1576. Under the name of ""Ormesini� comprendevansi some silk drapes originated originally from Ormus city in Asia. Note the Marin (""Civil and Political History of Trade of the Venetians"" are strictly prohibited in Venice that while they were all strangers silk cloths, facevasi an exception for ""canevazze"" of Naples, and 'Ormesini �Florence, perhaps because, leading the fashion a large consumption of these genres, the factories were not enough to satisfy the Venetian research.",8.74,8.24,219,FALSE,FALSE,45.4454958,5.07,12.3281721,3,Trachite,FALSE,2.41,0.55,0,4.2,CN,,1,14,2,13,0,4,3,2,4,D1,D4,,0,1.2,1.12,Ottime,Buone,Medie,Ottime,Ottime,Mattoni e Pietra d'Istria,4,5.76,,0,1.34,1.4,1.56,1.41,1.56,0.79,0.81,0.84,0.8,0.81,MISE2,CN,13.89,44,Trachite,1.01,,81.9,21.24,FALSE,0.59,0.61,0.72,0.75,0.27,13:05,27,48.45,27.21,3,Piena,0,26,4.19,26,0,1
Point (12.32903330000000075 45.44528420000000324),Ponte Loredan,FALSE,229,Cannaregio,Cannaregio,2.95,8,15,0,LORED2,67a57f4b-fd59-f3b3-058d-ea9fe7926485,,"Mon, 16 Dec 2013 19:38:39 GMT",45.4452842,12.3290333,,venice(dot)wpi(at)gmail(dot)com,DATA Ponti,TRUE,0,,Trapezoidale,8,2.48,0.97,15,LORED2,Rio de la Misericordia,13.49,0.36,13,2,4,0,Legno,4,FALSE,,21-Dec-99,,,48.55,Vuoto,3.27,3.45,3.45,3.45,FALSE,2.48,2.48,2.48,16,,4.5,4.85,218,FALSE,FALSE,45.4452842,7.27,12.3290333,4,Legno,FALSE,2.48,0.36,0,2.97,CN,Il primo scalino della rampa nord e quello della rampa sud sono in trachite e Pietra d'Istria.,3,11,2,11,0,2,0,2,2,D5,D14s,,0,3.5,3.7,Medie,,Medie,Medie,Medie,Legno,2,2.54,,0,1.33,1.33,1.33,1.33,1.33,0.97,0.97,0.97,0.97,0.97,MISE2,CN,6.29,44,Legno,1.3,,48.4,20.14,FALSE,0.36,0.36,0.36,0.36,0.36,12:40,22,48.69,28.56,4,Vuoto Geometrico,0,15,2.77,15,0,0
